,name,aro,ava,regional_name,aro_swaras,ava_swaras,kritis,aro_seq,ava_seq,category,swaras,melam_num,janaka_melam,janaka,chakra,chakra_num,hind,songs,alternates,same_aro,same_ava,one_swara_diff,varnams
0,accan,"['s', 'r1', 'm1', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'g2', 's']",అచ్చన్,"['షడ్జమం', 'సుద్ద  రిషభం', 'సుద్ద మధ్యమం', 'పంచమం', 'చతుశృతి దైవతం', 'కైసికి నిషాదం', 'షడ్జమం']","['షడ్జమం', 'కైసికి నిషాదం', 'చతుశృతి దైవతం', 'పంచమం', 'సుద్ద మధ్యమం', 'సాధారణ  గాంధారం', 'షడ్జమం']",[],S|R1|M1|P|D2|N2|S',S'|N2|D2|P|M1|G2|S,శాడవ,"['m1', 'n2', 'g2', 's.', 'r1', 's', 'p', 'd2']",,10,నటకప్రియ,,,[],[],[],"['అంజనై', 'రసాలి', 'ఎల్లోన్', 'వనలి', 'గిరిజావళీ', 'తిరుమాచ్చుత', 'వసంతలీల', 'శ్రీనారాయని', 'కరజావళి', 'రత్నాభరణ', 'శ్రీకైవల్యం', 'భానుమతి', ' భ్రమరవర్ధిని', 'భ్రమరావర్దిని', 'అంధకారి', 'ఇంద్రపాద', 'గంగసూత']","['మాతంగగామిని', 'కోడై', 'కొత్రి', 'కన్నడసౌరాష్ట్ర', 'కోమగళ్', 'నగరి', 'కోకలి', 'అతిధత', 'జయంతసేన', 'ఇంద్రధను', 'సునాద']","['తోడీ', 'ఖరహరప్రియ', 'ధన్యాసి', 'సహానాయకన్', 'దేవమనోహారి']",[]
1,adibhairavi,"['s', 'm1', 'g2', 'm1', 'p', 'd1', 's.']","['s.', 'n2', 'd1', 'p', 'g2', 'r2', 's']",ఆదిభైరవి,"['షడ్జమం', 'సుద్ద మధ్యమం', 'సాధారణ  గాంధారం', 'సుద్ద మధ్యమం', 'పంచమం', 'సుద్ద దైవతం', 'షడ్జమం']","['షడ్జమం', 'కైసికి నిషాదం', 'సుద్ద దైవతం', 'పంచమం', 'సాధారణ  గాంధారం', 'చతుశృతి రిషభం', 'షడ్జమం']","[['న దిరు  దిరు ధిం   తనన-తిల్లన', 'ఎం. బాలమురళీకృష్ణ', ''], ['శ్రీ జగదీశ్వరి దుర్గ', 'లాల్గుడి జయరామన్', '']]",S|M1|G2|M1|P|D1|S',S'|N2|D1|P|G2|R2|S,ఔడవ-శాడవ,"['m1', 'd1', 'n2', 'g2', 's.', 's', 'r2', 'p']",,20,నటభైరవి,,,[],[],[],[],"['జయవాణి', 'గమనతరంగిని', 'రసకలాంబిక', 'పనువలట్టి', 'ఝాన్కారి', 'గణపైనది', ' జీవన్పురీ', 'జరంగి', 'గోమేధికప్రియ']","['తోడీ', 'భైరవి', 'ఖరహరప్రియ', 'మణిరంగు', 'బాగేశ్రీ']",[]
2,agamarudam,"['s', 'r2', 'g3', 'p', 'n2', 's.']","['s.', 'd1', 'p', 'm2', 'g3', 'r2', 's']",ఆగమారుదాం,"['షడ్జమం', 'చతుశృతి రిషభం', 'అంతర గాంధారం', 'పంచమం', 'కైసికి నిషాదం', 'షడ్జమం']","['షడ్జమం', 'సుద్ద దైవతం', 'పంచమం', 'ప్రతి మధ్యమం', 'అంతర గాంధారం', 'చతుశృతి రిషభం', 'షడ్జమం']",[],S|R2|G3|P|N2|S',S'|D1|P|M2|G3|R2|S,ఔడవ-శాడవ,"['d1', 'n2', 's.', 'm2', 's', 'r2', 'p', 'g3']",,62,రిషభప్రియ,,,[],[],[],"['చిత్రోదవి!', 'సింఘనాదం', 'సింహనాద', 'జనిని', ' వినవాడిని', 'స్వతి', 'నమ్మజహ్వర్', 'సురభిప్రియ']","['గోవిందధన్యాసి', 'పత్రవజయ్', 'అంగయార్కాన్ని', 'ముకుందకళ్యాణి', 'శ్రీరాంని', 'అధిపతి', 'ఓంశుద్ధరాగం', 'కండవాలి', 'భద్రవజహై', 'ఎజ్హిళానాయకన్', ' ఒడిశిల్', 'విన్నవాదాధిపతి', 'వేదగిరి', 'నేడియోన్', 'శివనాయకి', 'ఘంటవాలి', 'బృందావనదేశాక్షి', 'కనకకుసుమవాలి', 'రుచిరమణి']","['కళ్యాణి', 'షణ్ముఖప్రియ', 'నలత్తం', 'సారంగ', 'చారుకేశి']",[]
3,aguduri,"['s', 'r2', 'g3', 'p', 'd1', 's.']","['s.', 'n2', 'p', 'm2', 'g3', 'r2', 's']",అగుడురి,"['షడ్జమం', 'చతుశృతి రిషభం', 'అంతర గాంధారం', 'పంచమం', 'సుద్ద దైవతం', 'షడ్జమం']","['షడ్జమం', 'కైసికి నిషాదం', 'పంచమం', 'ప్రతి మధ్యమం', 'అంతర గాంధారం', 'చతుశృతి రిషభం', 'షడ్జమం']",[],S|R2|G3|P|D1|S',S'|N2|P|M2|G3|R2|S,ఔడవ-శాడవ,"['d1', 'n2', 's.', 'm2', 's', 'r2', 'p', 'g3']",,62,రిషభప్రియ,,,[],[],[],"['దేశక్సి', 'జరప', 'వసంతి', 'శిరువాజ్హుతునై', 'బదరీ', 'దివ్యతోరని', 'గోకులమూర్తి', 'యతక్సి', ' చిత్రిని', 'జనసమ్మోదిని', 'అంగరంగ', ' మార్గదేశిక']","['పద్మకాంతి', 'మంగయర్కరశి', 'ఇన్నిశాక్కడల్', 'అనువజ్హిప్రియన్', ' అరుల్నాయకి', 'దేవపుగాజ్హ్మణి', 'వినమృతం', 'కరుణాకరన్', 'కుటుంబిని']","['సారంగ', 'జ్యోతిస్వరూపిణి', 'వీసాకిని', 'వీరరాణి', 'విరన్']",[]
4,ahirinata,"['s', 'm1', 'g3', 'm1', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'p', 'd2', 'n3', 'p', 'g3', 'm1', 's']",అహిరినాట,"['షడ్జమం', 'సుద్ద మధ్యమం', 'అంతర గాంధారం', 'సుద్ద మధ్యమం', 'పంచమం', 'చతుశృతి దైవతం', 'కాకలి  నిషాదం', 'షడ్జమం']","['షడ్జమం', 'కాకలి  నిషాదం', 'పంచమం', 'చతుశృతి దైవతం', 'కాకలి  నిషాదం', 'పంచమం', 'అంతర గాంధారం', 'సుద్ద మధ్యమం', 'షడ్జమం']",[],S|M1|G3|M1|P|D2|N3|S',S'|N3|P|D2|N3|P|G3|M1|S,శాడవ,"['m1', 'n3', 's.', 's', 'p', 'd2', 'g3']",,29,ధీరశంకరాభరణం,,,[],[],[],"['పద్రధ్వని', 'పాటిరవ', 'మహానందిని', 'హరినాట', 'భానుత']",[],"['ధీరశంకరాభరణం', 'బిలహరి', 'కనడ', 'దర్బార్', 'దేవగాంధారి']",[]
5,citam,"['s', 'g3', 'm1', 'd1', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g3', 'r2', 's']",చితం,"['షడ్జమం', 'అంతర గాంధారం', 'సుద్ద మధ్యమం', 'సుద్ద దైవతం', 'షడ్జమం']","['షడ్జమం', 'కైసికి నిషాదం', 'సుద్ద దైవతం', 'పంచమం', 'సుద్ద మధ్యమం', 'అంతర గాంధారం', 'చతుశృతి రిషభం', 'షడ్జమం']",[],S|G3|M1|D1|S',S'|N2|D1|P|M1|G3|R2|S,స్వరాంతర-సంపూర్ణ,"['m1', 'd1', 'n2', 's.', 's', 'r2', 'p', 'g3']",,26,చారుకేశి,,,[],[],[],"['సుధాకరప్రియ', 'శ్రీఅనక', 'ఉలగనేత్ర', 'ఆవిడైయర్', 'జలజవతి', 'సుఖంబల్', 'కోకిలగంధర్వ', 'ఉదసనన్', 'సుతకారప్రియ']","['మరుభి', 'జరప', 'సోమప్రతాపం', 'జతిరేష', 'తరంగిణి', 'సర్వభౌమ', 'సతిరేశ', 'చారుకేశి', 'పూర్వాధన్యాసి', 'సాదకవనం', 'శుక్రజ్యోతి', 'అంతరవాహిని', 'శివమనోహరి']","['ఆనంద', 'అభేరి', 'ఉమాభరణ', 'మరరంజని', 'విష్ణుప్రియ']",[]
6,citracandrika,"['s', 'g3', 'r2', 'm2', 'p', 'n3', 'd1', 's.']","['s.', 'n3', 'd1', 'm2', 'g3', 'r2', 's']",చిత్రచంద్రిక,"['షడ్జమం', 'అంతర గాంధారం', 'చతుశృతి రిషభం', 'ప్రతి మధ్యమం', 'పంచమం', 'కాకలి  నిషాదం', 'సుద్ద దైవతం', 'షడ్జమం']","['షడ్జమం', 'కాకలి  నిషాదం', 'సుద్ద దైవతం', 'ప్రతి మధ్యమం', 'అంతర గాంధారం', 'చతుశృతి రిషభం', 'షడ్జమం']",[],S|G3|R2|M2|P|N3|D1|S',S'|N3|D1|M2|G3|R2|S,సంపూర్ణ-శాడవ,"['d1', 'n3', 's.', 'm2', 's', 'r2', 'p', 'g3']",,63,లతంగి,,,[],[],[],['చాముండి'],"['లలితాంగి', 'కన్నయ్యకి']","['కుంతలం', 'కాంతామణి', 'ధాతువర్ధని', ' చిత్రంబరి', 'యోగజ్యోతి']",[]
7,citramalika,"['s', 'r2', 'g2', 'm1', 'p', 'd2', 'n3', 's.']","['s.', 'd2', 'p', 'm1', 'r2', 's']",చిత్రమాలిక,"['షడ్జమం', 'చతుశృతి రిషభం', 'సాధారణ  గాంధారం', 'సుద్ద మధ్యమం', 'పంచమం', 'చతుశృతి దైవతం', 'కాకలి  నిషాదం', 'షడ్జమం']","['షడ్జమం', 'చతుశృతి దైవతం', 'పంచమం', 'సుద్ద మధ్యమం', 'చతుశృతి రిషభం', 'షడ్జమం']",[],S|R2|G2|M1|P|D2|N3|S',S'|D2|P|M1|R2|S,సంపూర్ణ-ఔడవ,"['m1', 'g2', 'n3', 's.', 's', 'r2', 'p', 'd2']",,23,గౌరిమనోహరి,,,[],[],[],"['సాయక', 'విజయనారాయణి', 'గౌరీమనోహరి', 'సదయ', 'షంహ్బరీప్రియ', 'చిత్తోత్తమ', 'కోమల', 'కోదండ', 'సింధోత్తమ', 'దేశక్య', 'తిరుచ్చయమగళ్']","['హరిధర్భ', 'యాదవనాయకన్', 'కోన్', 'శ్రీసురగురు', 'పజ్హంతక్క', 'జనరంజని', 'శుధ్ధసావేరి', 'సేల్వమని', 'భిన్నవిక్రయం', 'లయమధ్య', 'ఘాంటైకురింజి', 'సెచ్చై', 'దేవశ్రయ', 'కల్హరు', 'దుర్గ', 'జావోన్నతి', 'నటనావతి', 'శోవై', 'నందనవలి']","['ధీరశంకరాభరణం', 'ఖరహరప్రియ', 'కనడ', 'దర్బార్', 'షహానా']",[]
8,citramandra,"['s', 'r1', 'g3', 'm1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g3', 'r1', 's']",చిత్రమంద్ర,"['షడ్జమం', 'సుద్ద  రిషభం', 'అంతర గాంధారం', 'సుద్ద మధ్యమం', 'కాకలి  నిషాదం', 'షడ్జమం']","['షడ్జమం', 'కాకలి  నిషాదం', 'సుద్ద దైవతం', 'పంచమం', 'సుద్ద మధ్యమం', 'అంతర గాంధారం', 'సుద్ద  రిషభం', 'షడ్జమం']",[],S|R1|G3|M1|N3|S',S'|N3|D1|P|M1|G3|R1|S,ఔడవ-సంపూర్ణ,"['m1', 'd1', 'n3', 's.', 'r1', 's', 'p', 'g3']",,15,మాయామాళవగౌళ రాగము,,,[],[],[],"['మేఘారంజి', 'అవివర్ధన']","['బిన్దుహెరాలి', 'కుకుట', 'పరజు', 'మల్లికావసంతం', 'ఘనసింధు', 'మంగళకైశిక!', 'ప్రకారరంజని', 'మోహనకైశికి', 'సింహలలిత', 'మార్గసంజీవిని', 'ఛాయాకౌశిక', 'శేషప్రభాత', 'మేకబౌలి', 'మతిరుఅనిల', 'ఉచ్చికిజ', 'కాశీరామక్రియా', 'మాయామాళవగౌళ రాగము', 'గేయ', 'లిప్తలి', 'మాళవపంచమం', 'బౌలంగి', 'గుహాతిరుమలై', 'విల్లి', 'కేసభౌలి', 'ఇందల', ' సురసింధు', 'దారకవసంత', 'ఉస', ' మాళవగౌళ', 'పురాణకమ్', 'గుమ్మకాంభోజి', ' ఇషైకాదండైపద', ' ఉసన', 'ముడువన్', 'వేగవదిత్య', ' శనానాస్త్ర', 'మంగళకైశికి', 'యోగలీల', 'విరసంకాశిని', 'బ్రహ్మలీల']","['ఆనంద', 'గౌళ', 'మలహరి', 'బౌళి', 'పహాడి']",[]
9,haradharini,"['s', 'g1', 'm2', 'p', 'd1', 's.']","['s.', 'd1', 'p', 'm2', 'r1', 's']",హారధారిని,"['షడ్జమం', 'సుద్ద  గాంధారం', 'ప్రతి మధ్యమం', 'పంచమం', 'సుద్ద దైవతం', 'షడ్జమం']","['షడ్జమం', 'సుద్ద దైవతం', 'పంచమం', 'ప్రతి మధ్యమం', 'సుద్ద  రిషభం', 'షడ్జమం']",[],S|G1|M2|P|D1|S',S'|D1|P|M2|R1|S,ఔడవ,"['d1', 's.', 'm2', 'r1', 'g1', 's', 'p']",,37,సలగం,,,[],[],[],[],"['జలకేసరి', 'ఉత్తుంగమన', 'పుష్పలలిత', 'హస్తిని', 'శరచ్ఛందని', 'తిషయం', ' పరందామన్', 'నెక్కురోదం', 'తారాజ్యోతి', 'కన్నడకురింజి']","['సావేరి', 'వరాలి', 'మలయమరుతమ్', 'అమృతవర్షని', 'సాలగభైరవి']",[]
10,haramanohari,"['s', 'r2', 'g3', 'r2', 'm2', 'p', 'n3', 'd2', 'n3', 'p']","['s.', 'n3', 'd2', 'p', 'm2', 'g3', 'm2', 'r2', 's']",హారమనోహారి,"['షడ్జమం', 'చతుశృతి రిషభం', 'అంతర గాంధారం', 'చతుశృతి రిషభం', 'ప్రతి మధ్యమం', 'పంచమం', 'కాకలి  నిషాదం', 'చతుశృతి దైవతం', 'కాకలి  నిషాదం', 'పంచమం']","['షడ్జమం', 'కాకలి  నిషాదం', 'చతుశృతి దైవతం', 'పంచమం', 'ప్రతి మధ్యమం', 'అంతర గాంధారం', 'ప్రతి మధ్యమం', 'చతుశృతి రిషభం', 'షడ్జమం']",[],S|R2|G3|R2|M2|P|N3|D2|N3|P,S'|N3|D2|P|M2|G3|M2|R2|S,సంపూర్ణ,"['n3', 's.', 'm2', 's', 'r2', 'p', 'd2', 'g3']",,65,మేచకళ్యాణి,,,[],[],[],[],"['సరసకళ్యాణి', 'విదాంబ']","['సారంగ', 'షహానా', 'ఫలమంజరి', 'పుర్వగౌల', 'మహూరి']",[]
11,haranartana,"['s', 'r3', 'g3', 'r3', 'm1', 'p', 'n3', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'n3', 'm1', 'g3', 'r3', 'g3', 's']",హరనర్తన,"['షడ్జమం', 'షట్శృతి రిషభం', 'అంతర గాంధారం', 'షట్శృతి రిషభం', 'సుద్ద మధ్యమం', 'పంచమం', 'కాకలి  నిషాదం', 'చతుశృతి దైవతం', 'కాకలి  నిషాదం', 'షడ్జమం']","['షడ్జమం', 'కాకలి  నిషాదం', 'చతుశృతి దైవతం', 'కాకలి  నిషాదం', 'సుద్ద మధ్యమం', 'అంతర గాంధారం', 'షట్శృతి రిషభం', 'అంతర గాంధారం', 'షడ్జమం']",[],S|R3|G3|R3|M1|P|N3|D2|N3|S',S'|N3|D2|N3|M1|G3|R3|G3|S,సంపూర్ణ-శాడవ,"['m1', 'n3', 's.', 's', 'p', 'd2', 'r3', 'g3']",,35,శులిని,,,[],[],['హారవర్ధన'],[],[],"['షహానా', 'వగదీశ్వరి', 'పుర్వగౌల', 'మహూరి', 'యోగసురభి']",[]
12,harenapi,"['s', 'g1', 'm2', 'p', 'd3', 's.']","['s.', 'd3', 'p', 'm2', 'g1', 's']",హారేనపి,"['షడ్జమం', 'సుద్ద  గాంధారం', 'ప్రతి మధ్యమం', 'పంచమం', 'షట్శృతి దైవతం', 'షడ్జమం']","['షడ్జమం', 'షట్శృతి దైవతం', 'పంచమం', 'ప్రతి మధ్యమం', 'సుద్ద  గాంధారం', 'షడ్జమం']",[],S|G1|M2|P|D3|S',S'|D3|P|M2|G1|S,ఔడవ,"['d3', 's.', 'm2', 'g1', 's', 'p']",,42,రఘప్రియ,,,[],[],[],[],[],"['సుఖ్యదాయిని', 'స్పుటలాపిని', 'సరస్వతిరంజని', ' సమాలపిని', 'సైకతశ్రోణి']",[]
13,kinnareshapriya,"['s', 'r1', 'g2', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'g2', 'r1', 's']",కిన్నరేషాప్రియ,"['షడ్జమం', 'సుద్ద  రిషభం', 'సాధారణ  గాంధారం', 'పంచమం', 'చతుశృతి దైవతం', 'కైసికి నిషాదం', 'షడ్జమం']","['షడ్జమం', 'కైసికి నిషాదం', 'చతుశృతి దైవతం', 'పంచమం', 'సాధారణ  గాంధారం', 'సుద్ద  రిషభం', 'షడ్జమం']",[],S|R1|G2|P|D2|N2|S',S'|N2|D2|P|G2|R1|S,శాడవ,"['n2', 'g2', 's.', 'r1', 's', 'p', 'd2']",,10,నటకప్రియ,,,[],[],[],['తిరుఇందు'],['మంగళధన్యాసి'],"['సింధుభైరవి', 'నటకప్రియ', ' షడ్విధమర్గిని', 'భూపాల', 'జయంతసేన']",[]
14,kinnari,"['s', 'r2', 'm1', 'p', 's.']","['s.', 'n2', 'd1', 'm1', 'g2', 's']",కిన్నరీ,"['షడ్జమం', 'చతుశృతి రిషభం', 'సుద్ద మధ్యమం', 'పంచమం', 'షడ్జమం']","['షడ్జమం', 'కైసికి నిషాదం', 'సుద్ద దైవతం', 'సుద్ద మధ్యమం', 'సాధారణ  గాంధారం', 'షడ్జమం']",[],S|R2|M1|P|S',S'|N2|D1|M1|G2|S,స్వరాంతర-ఔడవ,"['m1', 'd1', 'n2', 'g2', 's.', 's', 'r2', 'p']",,20,నటభైరవి,,,[],[],[],"['శ్రీవివర్ధిని', 'కున్రి', 'కేతురు', 'సంకలితం', 'మనోహరన్', 'కేశవం', ' గాంధర్వమనోహారి', 'వీరవసంతం', 'నటనావతి']","['లోలంగి', 'హిందోళం', 'కౌరంజ', 'భానుచంద్రిక', 'మలకోష్', 'రుద్రఘంటారవ', 'కన్నడమల్లర్', 'గంభీరహిదోళం', 'కిల్లైధ్వని', 'మౌజీవకం', 'కౌశీలకం', 'అద్భోడం', 'రమ్యముఖి', 'మహాసుఖవతి', 'గ్రహపతి', 'క్రుంచం', 'కన్నడసలవి', 'పకరీతి']","['తోడీ', 'భైరవి', 'ఖరహరప్రియ', 'బాగేశ్రీ', 'హిందోళవసంత']",[]
15,kiradharini,"['s', 'g3', 'm2', 'p', 'd2', 's.']","['s.', 'd2', 'p', 'm2', 'g3', 's']",కిరధారిని,"['షడ్జమం', 'అంతర గాంధారం', 'ప్రతి మధ్యమం', 'పంచమం', 'చతుశృతి దైవతం', 'షడ్జమం']","['షడ్జమం', 'చతుశృతి దైవతం', 'పంచమం', 'ప్రతి మధ్యమం', 'అంతర గాంధారం', 'షడ్జమం']",[],S|G3|M2|P|D2|S',S'|D2|P|M2|G3|S,ఔడవ,"['s.', 'm2', 's', 'p', 'd2', 'g3']",,64,వాచస్పతి,,,[],[],[],"['జయమోహనమ్', 'సంభ్రందాకా', 'చంపరాంతకం', 'చంకరాంతకం', 'పడవై', 'వేంకటచలన్', 'గిరిధరిని', 'నైటీకై', 'పషితం', 'కలకహంస', 'మలయాలకురింజి', 'శుద్ధరసాలి']","['మావిజయకీర్తి', 'కువలయప్రియ', 'పతకం', 'మగంధర్వకోకిలం', 'నాగగిరి', ' సింధుదేశ్యమలవి', 'గిరిధరిని', 'పజముడిర్షోలై', 'రమణీయం', 'నాగశ్రీ']","['మోహనం', 'రసికరంజని', 'వందనాదరిని', 'అమృతబేహాగ్', 'అలంకరి']",[]
16,kiranabhaskaram,"['s', 'r2', 'g2', 'm1', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'd2', 'm1', 'g2', 'r2', 's']",కిరణభాస్కరం,"['షడ్జమం', 'చతుశృతి రిషభం', 'సాధారణ  గాంధారం', 'సుద్ద మధ్యమం', 'కైసికి నిషాదం', 'షడ్జమం']","['షడ్జమం', 'కైసికి నిషాదం', 'చతుశృతి దైవతం', 'పంచమం', 'సుద్ద మధ్యమం', 'చతుశృతి దైవతం', 'సుద్ద మధ్యమం', 'సాధారణ  గాంధారం', 'చతుశృతి రిషభం', 'షడ్జమం']",[],S|R2|G2|M1|N2|S',S'|N2|D2|P|M1|D2|M1|G2|R2|S,ఔడవ-సంపూర్ణ,"['m1', 'n2', 'g2', 's.', 's', 'r2', 'p', 'd2']",,22,ఖరహరప్రియ,,,[],[],[],"['భోగవతి', 'భోగదేవక్రియ', 'శుభమతి']",['ఛాయశోభితామ్'],"['సురటి', 'అభేరి', 'గౌరీమనోహరి', 'బృందావని', 'ఉమాభరణ']",[]
17,mohanangi,"['s', 'r3', 'g3', 'p', 'd2', 's.']","['s.', 'd2', 'p', 'g3', 'p', 'd2', 'p', 'g3', 'r3', 's']",మోహనాంగి,"['షడ్జమం', 'షట్శృతి రిషభం', 'అంతర గాంధారం', 'పంచమం', 'చతుశృతి దైవతం', 'షడ్జమం']","['షడ్జమం', 'చతుశృతి దైవతం', 'పంచమం', 'అంతర గాంధారం', 'పంచమం', 'చతుశృతి దైవతం', 'పంచమం', 'అంతర గాంధారం', 'షట్శృతి రిషభం', 'షడ్జమం']","[['నమము న జీవము', 'ఎం. బాలమురళీకృష్ణ', '']]",S|R3|G3|P|D2|S',S'|D2|P|G3|P|D2|P|G3|R3|S,ఔడవ,"['s.', 's', 'p', 'd2', 'r3', 'g3']",,34,వాగధీశ్వరి,,,[],[],[],"['నాగవారిది', 'వివాడివా', 'విఖవతి']",[],"['మోహనం', 'రసికరంజని', 'విపుల', 'వర్ణరూపిణి', 'వలజి']",[]
18,mohanavacaspati,"['s', 'r2', 'g3', 'p', 'd2', 's.']","['s.', 'n2', 'd2', 'p', 'm2', 'g3', 'r2', 's']",మోహనవచస్పతి,"['షడ్జమం', 'చతుశృతి రిషభం', 'అంతర గాంధారం', 'పంచమం', 'చతుశృతి దైవతం', 'షడ్జమం']","['షడ్జమం', 'కైసికి నిషాదం', 'చతుశృతి దైవతం', 'పంచమం', 'ప్రతి మధ్యమం', 'అంతర గాంధారం', 'చతుశృతి రిషభం', 'షడ్జమం']",[],S|R2|G3|P|D2|S',S'|N2|D2|P|M2|G3|R2|S,ఔడవ-సంపూర్ణ,"['n2', 's.', 'm2', 's', 'r2', 'p', 'd2', 'g3']",,64,వాచస్పతి,,,[],[],[],"['దేవముఖి', 'భూప్', 'మాశ్రికారందరినీ', 'మోహనం', 'జయచుదామని', 'ప్రమేయ', 'హంసశ్రేణి', 'విల్లంబురీ', 'బిలహరి', 'సురపున్నాగం', 'దేవకుంజరి', 'మోహనధ్వని', 'మా-భోగకుసుమావళి', 'పారిజాత', ' మోహనకళ్యాణి', ' అరుల్నాయకి', 'హంసరూపిని', 'పులోమికం']","['తందొలిక', 'దమయంతి', 'మాశకన్', ' ఘటిత', 'భోగీశ్వరీ', 'వాచస్పతి', 'భగవతరంజన', 'విజయభరణి', 'శ్రీకేటకప్రియా', 'వేంకటచలన్', 'కేతకప్రియ', 'భుసావలి', 'వాసోధారి', 'పాశనారాయని', 'అంతరకొడిచ్చి', 'జగన్మామోహిని', 'దేవకుంజరి', 'భూషావతి', 'శారదిందుముఖి', ' సూర్యకమాధ్యమం', 'పంచనారాయణి']","['యదుకులకాంభోజి', 'హరికాంభోజి', 'ఖమస్', 'కేదారగౌళ', 'సరస్వతి']",[]
19,mohanavarali,"['s', 'r1', 'g1', 'm2', 'p', 'n1', 'd1', 'n1', 's.']","['s.', 'n1', 'p', 'd1', 'm2', 'g1', 'r1', 's']",మోహనవరాలి,"['షడ్జమం', 'సుద్ద  రిషభం', 'సుద్ద  గాంధారం', 'ప్రతి మధ్యమం', 'పంచమం', 'సుద్ద నిషాదం', 'సుద్ద దైవతం', 'సుద్ద నిషాదం', 'షడ్జమం']","['షడ్జమం', 'సుద్ద నిషాదం', 'పంచమం', 'సుద్ద దైవతం', 'ప్రతి మధ్యమం', 'సుద్ద  గాంధారం', 'సుద్ద  రిషభం', 'షడ్జమం']",[],S|R1|G1|M2|P|N1|D1|N1|S',S'|N1|P|D1|M2|G1|R1|S,సంపూర్ణ,"['n1', 'd1', 's.', 'm2', 'r1', 'g1', 's', 'p']",,37,సలగం,,,[],[],['భోగవరళి'],[],[],"['విజయకోకిల', 'విజయభుసావలి', 'విఘ్నరంజిత', 'వరాలి', 'వద్దంబరి']",[]
20,mohanavariti,"['s', 'r1', 'g3', 'p', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'g3', 'r1', 's']",మోహనవరీతి,"['షడ్జమం', 'సుద్ద  రిషభం', 'అంతర గాంధారం', 'పంచమం', 'సుద్ద దైవతం', 'కాకలి  నిషాదం', 'షడ్జమం']","['షడ్జమం', 'కాకలి  నిషాదం', 'సుద్ద దైవతం', 'పంచమం', 'అంతర గాంధారం', 'సుద్ద  రిషభం', 'షడ్జమం']",[],S|R1|G3|P|D1|N3|S',S'|N3|D1|P|G3|R1|S,శాడవ,"['d1', 'n3', 's.', 'r1', 's', 'p', 'g3']",,15,మాయామాళవగౌళ రాగము,,,[],[],[],"['కుకుట', 'కాళింది', 'యుధిష్ఠిర', 'మల్మలై', 'నిస్కమ్', 'భర్మకేసరీ', 'పావిని', ' శనానాస్త్ర', 'పద్మవలి', 'బాగేశ్రీబహర్', 'దంబోలి']","['కాళింది', 'ముకుందామనోహారి', 'బౌళి', 'తులిక్యా', ' రేవగుప్తి', 'గంధరగౌళ', 'గోముఖి', 'పావిని', 'పురనీర్మై', 'పద్మవలి']","['గుర్జరి', 'స్మోకంబరి', 'యుధిష్ఠిర', 'యోగలీల', 'వురుగమంజరి']",[]
21,moksadayini,"['s', 'r2', 'g3', 'p', 'n1', 's.']","['s.', 'n1', 'p', 'g3', 'r2', 's']",మోక్షదాయిని,"['షడ్జమం', 'చతుశృతి రిషభం', 'అంతర గాంధారం', 'పంచమం', 'సుద్ద నిషాదం', 'షడ్జమం']","['షడ్జమం', 'సుద్ద నిషాదం', 'పంచమం', 'అంతర గాంధారం', 'చతుశృతి రిషభం', 'షడ్జమం']",[],S|R2|G3|P|N1|S',S'|N1|P|G3|R2|S,ఔడవ,"['n1', 's.', 's', 'r2', 'p', 'g3']",,25,మరరంజని,,,[],[],[],[],['జలజవతి'],"['మోహనం', 'హంసాధ్వని', 'బుధమనోహారి', 'వసంతి', 'దేశక్సి']",[]
22,mrdani,"['s', 'r2', 'g3', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'g3', 'r2', 's']",మృదని,"['షడ్జమం', 'చతుశృతి రిషభం', 'అంతర గాంధారం', 'సుద్ద దైవతం', 'కైసికి నిషాదం', 'షడ్జమం']","['షడ్జమం', 'కైసికి నిషాదం', 'సుద్ద దైవతం', 'అంతర గాంధారం', 'చతుశృతి రిషభం', 'షడ్జమం']",[],S|R2|G3|D1|N2|S',S'|N2|D1|G3|R2|S,ఔడవ,"['d1', 'n2', 's.', 's', 'r2', 'g3']",,26,చారుకేశి,,,[],[],[],[],[],"['కేసర', 'వసంతి', 'దేశక్సి', ' వినవాడిని', ' వినసుఖం']",[]
